route_id,service_id,trip_id,trip_headsign,trip_short_name,shape_id,direction_id,wheelchair_accessible,bikes_allowed
L1,L1NavSabado307,IDAL1NavSabado307_72,Armilla,,1,0,1,1
L1,L1NavSabado307,VUELTAL1NavSabado307_75,Albolote,,2,1,1,1
L1,L1NavSabado307,IDAL1NavSabado307_73,Armilla,,1,0,1,1
L1,L1NavSabado307,VUELTAL1NavSabado307_76,Albolote,,2,1,1,1
L1,L1NavSabado307,IDAL1NavSabado307_74,Armilla,,1,0,1,1
L1,L1NavSabado307,VUELTAL1NavSabado307_77,Albolote,,2,1,1,1
L1,L1NavSabado307,IDAL1NavSabado307_75,Armilla,,1,0,1,1
L1,L1NavSabado307,VUELTAL1NavSabado307_78,Albolote,,2,1,1,1
L1,L1NavSabado307,IDAL1NavSabado307_76,Armilla,,1,0,1,1
L1,L1NavSabado307,VUELTAL1NavSabado307_79,Albolote,,2,1,1,1
L1,L1NavSabado307,VUELTAL1NavSabado307_80,Albolote,,2,1,1,1
L1,L1NavSabado307,IDAL1NavSabado307_77,Armilla,,1,0,1,1
L1,L1NavSabado307,VUELTAL1NavSabado307_81,Albolote,,2,1,1,1
L1,L1NavSabado307,IDAL1NavSabado307_78,Armilla,,1,0,1,1
L1,L1NavSabado307,VUELTAL1NavSabado307_82,Albolote,,2,1,1,1
L1,L1NavSabado307,IDAL1NavSabado307_79,Armilla,,1,0,1,1
L1,L1NavSabado307,VUELTAL1NavSabado307_83,Albolote,,2,1,1,1
L1,L1NavSabado307,IDAL1NavSabado307_80,Armilla,,1,0,1,1
L1,L1NavSabado307,VUELTAL1NavSabado307_84,Albolote,,2,1,1,1
L1,L1NavSabado307,IDAL1NavSabado307_81,Armilla,,1,0,1,1
L1,L1NavSabado307,VUELTAL1NavSabado307_85,Albolote,,2,1,1,1
L1,L1NavSabado307,IDAL1NavSabado307_82,Armilla,,1,0,1,1
L1,L1NavSabado307,VUELTAL1NavSabado307_86,Albolote,,2,1,1,1
L1,L1NavSabado307,IDAL1NavSabado307_83,Armilla,,1,0,1,1
L1,L1NavSabado307,VUELTAL1NavSabado307_87,Albolote,,2,1,1,1
L1,L1NavSabado307,IDAL1NavSabado307_84,Armilla,,1,0,1,1
L1,L1NavSabado307,VUELTAL1NavSabado307_88,Albolote,,2,1,1,1
L1,L1NavSabado307,IDAL1NavSabado307_85,Armilla,,1,0,1,1
L1,L1NavSabado307,VUELTAL1NavSabado307_89,Albolote,,2,1,1,1
L1,L1NavSabado307,IDAL1NavSabado307_86,Armilla,,1,0,1,1
L1,L1NavSabado307,VUELTAL1NavSabado307_90,Albolote,,2,1,1,1
L1,L1NavSabado307,IDAL1NavSabado307_87,Armilla,,1,0,1,1
L1,L1NavSabado307,VUELTAL1NavSabado307_91,Albolote,,2,1,1,1
L1,L1NavSabado307,IDAL1NavSabado307_88,Armilla,,1,0,1,1
L1,L1NavSabado307,VUELTAL1NavSabado307_92,Albolote,,2,1,1,1
L1,L1NavSabado307,IDAL1NavSabado307_89,Armilla,,1,0,1,1
L1,L1NavSabado307,VUELTAL1NavSabado307_93,Albolote,,2,1,1,1
L1,L1NavSabado307,IDAL1NavSabado307_90,Armilla,,1,0,1,1
L1,L1NavSabado307,VUELTAL1NavSabado307_94,Albolote,,2,1,1,1
L1,L1NavSabado307,IDAL1NavSabado307_91,Armilla,,1,0,1,1
L1,L1NavSabado307,VUELTAL1NavSabado307_95,Albolote,,2,1,1,1
L1,L1NavSabado307,IDAL1NavSabado307_92,Armilla,,1,0,1,1
L1,L1NavSabado307,VUELTAL1NavSabado307_96,Albolote,,2,1,1,1
L1,L1NavSabado307,IDAL1NavSabado307_93,Armilla,,1,0,1,1
L1,L1NavSabado307,VUELTAL1NavSabado307_97,Albolote,,2,1,1,1
L1,L1NavSabado307,IDAL1NavSabado307_94,Armilla,,1,0,1,1
L1,L1NavSabado307,VUELTAL1NavSabado307_98,Albolote,,2,1,1,1
L1,L1NavSabado307,IDAL1NavSabado307_95,Armilla,,1,0,1,1
L1,L1NavSabado307,VUELTAL1NavSabado307_99,Albolote,,2,1,1,1
L1,L1NavSabado307,IDAL1NavSabado307_96,Armilla,,1,0,1,1
L1,L1NavSabado307,VUELTAL1NavSabado307_100,Albolote,,2,1,1,1
L1,L1NavSabado307,IDAL1NavSabado307_97,Armilla,,1,0,1,1
L1,L1NavSabado307,VUELTAL1NavSabado307_101,Albolote,,2,1,1,1
L1,L1NavSabado307,IDAL1NavSabado307_98,Armilla,,1,0,1,1
L1,L1NavSabado307,VUELTAL1NavSabado307_102,Albolote,,2,1,1,1
L1,L1NavSabado307,VUELTAL1NavSabado307_103,Albolote,,2,1,1,1
L1,L1NavSabado307,IDAL1NavSabado307_99,Armilla,,1,0,1,1
L1,L1NavSabado307,VUELTAL1NavSabado307_104,Albolote,,2,1,1,1
L1,L1NavSabado307,IDAL1NavSabado307_100,Armilla,,1,0,1,1
L1,L1NavSabado307,VUELTAL1NavSabado307_105,Albolote,,2,1,1,1
L1,L1NavSabado307,IDAL1NavSabado307_101,Armilla,,1,0,1,1
L1,L1NavSabado307,VUELTAL1NavSabado307_106,Albolote,,2,1,1,1
L1,L1NavSabado307,IDAL1NavSabado307_102,Armilla,,1,0,1,1
L1,L1NavSabado307,VUELTAL1NavSabado307_107,Albolote,,2,1,1,1
L1,L1NavSabado307,IDAL1NavSabado307_103,Armilla,,1,0,1,1
L1,L1NavSabado307,VUELTAL1NavSabado307_108,Albolote,,2,1,1,1
L1,L1NavSabado307,IDAL1NavSabado307_104,Armilla,,1,0,1,1
L1,L1NavSabado307,VUELTAL1NavSabado307_109,Albolote,,2,1,1,1
L1,L1NavSabado307,IDAL1NavSabado307_105,Armilla,,1,0,1,1
L1,L1NavSabado307,VUELTAL1NavSabado307_110,Albolote,,2,1,1,1
L1,L1NavSabado307,IDAL1NavSabado307_106,Armilla,,1,0,1,1
L1,L1NavSabado307,VUELTAL1NavSabado307_111,Albolote,,2,1,1,1
L1,L1NavSabado307,IDAL1NavSabado307_107,Armilla,,1,0,1,1
L1,L1NavSabado307,VUELTAL1NavSabado307_112,Albolote,,2,1,1,1
L1,L1NavSabado307,IDAL1NavSabado307_108,Armilla,,1,0,1,1
L1,L1NavSabado307,VUELTAL1NavSabado307_113,Albolote,,2,1,1,1
L1,L1NavSabado307,IDAL1NavSabado307_109,Armilla,,1,0,1,1
L1,L1NavSabado307,VUELTAL1NavSabado307_114,Albolote,,2,1,1,1
L1,L1NavSabado307,IDAL1NavSabado307_110,Armilla,,1,0,1,1
L1,L1NavSabado307,VUELTAL1NavSabado307_115,Albolote,,2,1,1,1
L1,L1NavSabado307,IDAL1NavSabado307_111,Armilla,,1,0,1,1
L1,L1NavSabado307,VUELTAL1NavSabado307_116,Albolote,,2,1,1,1
L1,L1NavSabado307,IDAL1NavSabado307_112,Armilla,,1,0,1,1
L1,L1NavSabado307,VUELTAL1NavSabado307_117,Albolote,,2,1,1,1
L1,L1NavSabado307,IDAL1NavSabado307_113,Armilla,,1,0,1,1
L1,L1NavSabado307,VUELTAL1NavSabado307_118,Albolote,,2,1,1,1
L1,L1NavSabado307,IDAL1NavSabado307_114,Armilla,,1,0,1,1
L1,L1NavSabado307,VUELTAL1NavSabado307_119,Albolote,,2,1,1,1
L1,L1NavSabado307,IDAL1NavSabado307_115,Armilla,,1,0,1,1
L1,L1NavSabado307,VUELTAL1NavSabado307_120,Albolote,,2,1,1,1
L1,L1NavSabado307,IDAL1NavSabado307_116,Armilla,,1,0,1,1
L1,L1NavSabado307,VUELTAL1NavSabado307_121,Albolote,,2,1,1,1
L1,L1NavSabado307,IDAL1NavSabado307_117,Armilla,,1,0,1,1
L1,L1NavSabado307,VUELTAL1NavSabado307_122,Albolote,,2,1,1,1
L1,L1NavSabado307,IDAL1NavSabado307_118,Armilla,,1,0,1,1
L1,L1NavSabado307,VUELTAL1NavSabado307_123,Albolote,,2,1,1,1
L1,L1NavViernes306,IDAL1NavViernes306_1,Armilla,,1,0,1,1
L1,L1NavViernes306,VUELTAL1NavViernes306_1,Albolote,,2,1,1,1
L1,L1NavViernes306,IDAL1NavViernes306_2,Armilla,,1,0,1,1
L1,L1NavViernes306,VUELTAL1NavViernes306_2,Albolote,,2,1,1,1
L1,L1NavViernes306,IDAL1NavViernes306_3,Armilla,,1,0,1,1
L1,L1NavViernes306,VUELTAL1NavViernes306_3,Albolote,,2,1,1,1
L1,L1NavViernes306,IDAL1NavViernes306_4,Armilla,,1,0,1,1
L1,L1NavViernes306,VUELTAL1NavViernes306_4,Albolote,,2,1,1,1
L1,L1NavViernes306,IDAL1NavViernes306_5,Armilla,,1,0,1,1
L1,L1NavViernes306,VUELTAL1NavViernes306_5,Albolote,,2,1,1,1
L1,L1NavViernes306,IDAL1NavViernes306_6,Armilla,,1,0,1,1
L1,L1NavViernes306,VUELTAL1NavViernes306_6,Albolote,,2,1,1,1
L1,L1NavViernes306,IDAL1NavViernes306_7,Armilla,,1,0,1,1
L1,L1NavViernes306,VUELTAL1NavViernes306_7,Albolote,,2,1,1,1
L1,L1NavViernes306,IDAL1NavViernes306_8,Armilla,,1,0,1,1
L1,L1NavViernes306,VUELTAL1NavViernes306_8,Albolote,,2,1,1,1
L1,L1NavViernes306,IDAL1NavViernes306_9,Armilla,,1,0,1,1
L1,L1NavViernes306,VUELTAL1NavViernes306_9,Albolote,,2,1,1,1
L1,L1NavViernes306,IDAL1NavViernes306_10,Armilla,,1,0,1,1
L1,L1NavViernes306,VUELTAL1NavViernes306_10,Albolote,,2,1,1,1
L1,L1NavViernes306,IDAL1NavViernes306_11,Armilla,,1,0,1,1
L1,L1NavViernes306,VUELTAL1NavViernes306_11,Albolote,,2,1,1,1
L1,L1NavViernes306,IDAL1NavViernes306_12,Armilla,,1,0,1,1
L1,L1NavViernes306,VUELTAL1NavViernes306_12,Albolote,,2,1,1,1
L1,L1NavViernes306,IDAL1NavViernes306_13,Armilla,,1,0,1,1
L1,L1NavViernes306,VUELTAL1NavViernes306_13,Albolote,,2,1,1,1
L1,L1NavViernes306,IDAL1NavViernes306_14,Armilla,,1,0,1,1
L1,L1NavViernes306,VUELTAL1NavViernes306_14,Albolote,,2,1,1,1
L1,L1NavViernes306,IDAL1NavViernes306_15,Armilla,,1,0,1,1
L1,L1NavViernes306,VUELTAL1NavViernes306_15,Albolote,,2,1,1,1
L1,L1NavViernes306,IDAL1NavViernes306_16,Armilla,,1,0,1,1
L1,L1NavViernes306,VUELTAL1NavViernes306_16,Albolote,,2,1,1,1
L1,L1NavViernes306,IDAL1NavViernes306_17,Armilla,,1,0,1,1
L1,L1NavViernes306,VUELTAL1NavViernes306_17,Albolote,,2,1,1,1
L1,L1NavViernes306,IDAL1NavViernes306_18,Armilla,,1,0,1,1
L1,L1NavViernes306,VUELTAL1NavViernes306_18,Albolote,,2,1,1,1
L1,L1NavViernes306,IDAL1NavViernes306_19,Armilla,,1,0,1,1
L1,L1NavViernes306,VUELTAL1NavViernes306_19,Albolote,,2,1,1,1
L1,L1NavViernes306,IDAL1NavViernes306_20,Armilla,,1,0,1,1
L1,L1NavViernes306,VUELTAL1NavViernes306_20,Albolote,,2,1,1,1
L1,L1NavViernes306,IDAL1NavViernes306_21,Armilla,,1,0,1,1
L1,L1NavViernes306,VUELTAL1NavViernes306_21,Albolote,,2,1,1,1
L1,L1NavViernes306,IDAL1NavViernes306_22,Armilla,,1,0,1,1
L1,L1NavViernes306,VUELTAL1NavViernes306_22,Albolote,,2,1,1,1
L1,L1NavViernes306,IDAL1NavViernes306_23,Armilla,,1,0,1,1
L1,L1NavViernes306,VUELTAL1NavViernes306_23,Albolote,,2,1,1,1
L1,L1NavViernes306,IDAL1NavViernes306_24,Armilla,,1,0,1,1
L1,L1NavViernes306,VUELTAL1NavViernes306_24,Albolote,,2,1,1,1
L1,L1NavViernes306,VUELTAL1NavViernes306_25,Albolote,,2,1,1,1
L1,L1NavViernes306,IDAL1NavViernes306_25,Armilla,,1,0,1,1
L1,L1NavViernes306,VUELTAL1NavViernes306_26,Albolote,,2,1,1,1
L1,L1NavViernes306,IDAL1NavViernes306_26,Armilla,,1,0,1,1
L1,L1NavViernes306,VUELTAL1NavViernes306_27,Albolote,,2,1,1,1
L1,L1NavViernes306,IDAL1NavViernes306_27,Armilla,,1,0,1,1
L1,L1NavViernes306,VUELTAL1NavViernes306_28,Albolote,,2,1,1,1
L1,L1NavViernes306,IDAL1NavViernes306_28,Armilla,,1,0,1,1
L1,L1NavViernes306,VUELTAL1NavViernes306_29,Albolote,,2,1,1,1
L1,L1NavViernes306,IDAL1NavViernes306_29,Armilla,,1,0,1,1
L1,L1NavViernes306,VUELTAL1NavViernes306_30,Albolote,,2,1,1,1
L1,L1NavViernes306,IDAL1NavViernes306_30,Armilla,,1,0,1,1
L1,L1NavViernes306,VUELTAL1NavViernes306_31,Albolote,,2,1,1,1
L1,L1NavViernes306,IDAL1NavViernes306_31,Armilla,,1,0,1,1
L1,L1NavViernes306,VUELTAL1NavViernes306_32,Albolote,,2,1,1,1
L1,L1NavViernes306,IDAL1NavViernes306_32,Armilla,,1,0,1,1
L1,L1NavViernes306,VUELTAL1NavViernes306_33,Albolote,,2,1,1,1
L1,L1NavViernes306,IDAL1NavViernes306_33,Armilla,,1,0,1,1
L1,L1NavViernes306,VUELTAL1NavViernes306_34,Albolote,,2,1,1,1
L1,L1NavViernes306,IDAL1NavViernes306_34,Armilla,,1,0,1,1
L1,L1NavViernes306,VUELTAL1NavViernes306_35,Albolote,,2,1,1,1
L1,L1NavViernes306,IDAL1NavViernes306_35,Armilla,,1,0,1,1
L1,L1NavViernes306,VUELTAL1NavViernes306_36,Albolote,,2,1,1,1
L1,L1NavViernes306,IDAL1NavViernes306_36,Armilla,,1,0,1,1
L1,L1NavViernes306,VUELTAL1NavViernes306_37,Albolote,,2,1,1,1
L1,L1NavViernes306,IDAL1NavViernes306_37,Armilla,,1,0,1,1
L1,L1NavViernes306,VUELTAL1NavViernes306_38,Albolote,,2,1,1,1
L1,L1NavViernes306,IDAL1NavViernes306_38,Armilla,,1,0,1,1
L1,L1NavViernes306,VUELTAL1NavViernes306_39,Albolote,,2,1,1,1
L1,L1NavViernes306,IDAL1NavViernes306_39,Armilla,,1,0,1,1
L1,L1NavViernes306,VUELTAL1NavViernes306_40,Albolote,,2,1,1,1
L1,L1NavViernes306,IDAL1NavViernes306_40,Armilla,,1,0,1,1
L1,L1NavViernes306,VUELTAL1NavViernes306_41,Albolote,,2,1,1,1
L1,L1NavViernes306,IDAL1NavViernes306_41,Armilla,,1,0,1,1
L1,L1NavViernes306,VUELTAL1NavViernes306_42,Albolote,,2,1,1,1
L1,L1NavViernes306,IDAL1NavViernes306_42,Armilla,,1,0,1,1
L1,L1NavViernes306,VUELTAL1NavViernes306_43,Albolote,,2,1,1,1
L1,L1NavViernes306,IDAL1NavViernes306_43,Armilla,,1,0,1,1
L1,L1NavViernes306,VUELTAL1NavViernes306_44,Albolote,,2,1,1,1
L1,L1NavViernes306,IDAL1NavViernes306_44,Armilla,,1,0,1,1
L1,L1NavViernes306,VUELTAL1NavViernes306_45,Albolote,,2,1,1,1
L1,L1NavViernes306,IDAL1NavViernes306_45,Armilla,,1,0,1,1
L1,L1NavViernes306,VUELTAL1NavViernes306_46,Albolote,,2,1,1,1
L1,L1NavViernes306,IDAL1NavViernes306_46,Armilla,,1,0,1,1
L1,L1NavViernes306,VUELTAL1NavViernes306_47,Albolote,,2,1,1,1
L1,L1NavViernes306,IDAL1NavViernes306_47,Armilla,,1,0,1,1
L1,L1NavViernes306,VUELTAL1NavViernes306_48,Albolote,,2,1,1,1
L1,L1NavViernes306,IDAL1NavViernes306_48,Armilla,,1,0,1,1
L1,L1NavViernes306,VUELTAL1NavViernes306_49,Albolote,,2,1,1,1
L1,L1NavViernes306,VUELTAL1NavViernes306_50,Albolote,,2,1,1,1
L1,L1NavViernes306,IDAL1NavViernes306_49,Armilla,,1,0,1,1
L1,L1NavViernes306,VUELTAL1NavViernes306_51,Albolote,,2,1,1,1
L1,L1NavViernes306,IDAL1NavViernes306_50,Armilla,,1,0,1,1
L1,L1NavViernes306,VUELTAL1NavViernes306_52,Albolote,,2,1,1,1
L1,L1NavViernes306,IDAL1NavViernes306_51,Armilla,,1,0,1,1
L1,L1NavViernes306,VUELTAL1NavViernes306_53,Albolote,,2,1,1,1
L1,L1NavViernes306,IDAL1NavViernes306_52,Armilla,,1,0,1,1
L1,L1NavViernes306,VUELTAL1NavViernes306_54,Albolote,,2,1,1,1
L1,L1NavViernes306,IDAL1NavViernes306_53,Armilla,,1,0,1,1
L1,L1NavViernes306,VUELTAL1NavViernes306_55,Albolote,,2,1,1,1
L1,L1NavViernes306,IDAL1NavViernes306_54,Armilla,,1,0,1,1
L1,L1NavViernes306,VUELTAL1NavViernes306_56,Albolote,,2,1,1,1
L1,L1NavViernes306,IDAL1NavViernes306_55,Armilla,,1,0,1,1
L1,L1NavViernes306,VUELTAL1NavViernes306_57,Albolote,,2,1,1,1
L1,L1NavViernes306,IDAL1NavViernes306_56,Armilla,,1,0,1,1
L1,L1NavViernes306,VUELTAL1NavViernes306_58,Albolote,,2,1,1,1
L1,L1NavViernes306,IDAL1NavViernes306_57,Armilla,,1,0,1,1
L1,L1NavViernes306,VUELTAL1NavViernes306_59,Albolote,,2,1,1,1
L1,L1NavViernes306,IDAL1NavViernes306_58,Armilla,,1,0,1,1
L1,L1NavViernes306,VUELTAL1NavViernes306_60,Albolote,,2,1,1,1
L1,L1NavViernes306,IDAL1NavViernes306_59,Armilla,,1,0,1,1
L1,L1NavViernes306,VUELTAL1NavViernes306_61,Albolote,,2,1,1,1
L1,L1NavViernes306,IDAL1NavViernes306_60,Armilla,,1,0,1,1
L1,L1NavViernes306,VUELTAL1NavViernes306_62,Albolote,,2,1,1,1
L1,L1NavViernes306,IDAL1NavViernes306_61,Armilla,,1,0,1,1
L1,L1NavViernes306,VUELTAL1NavViernes306_63,Albolote,,2,1,1,1
L1,L1NavViernes306,IDAL1NavViernes306_62,Armilla,,1,0,1,1
L1,L1NavViernes306,VUELTAL1NavViernes306_64,Albolote,,2,1,1,1
L1,L1NavViernes306,IDAL1NavViernes306_63,Armilla,,1,0,1,1
L1,L1NavViernes306,VUELTAL1NavViernes306_65,Albolote,,2,1,1,1
L1,L1NavViernes306,IDAL1NavViernes306_64,Armilla,,1,0,1,1
L1,L1NavViernes306,VUELTAL1NavViernes306_66,Albolote,,2,1,1,1
L1,L1NavViernes306,IDAL1NavViernes306_65,Armilla,,1,0,1,1
L1,L1NavViernes306,VUELTAL1NavViernes306_67,Albolote,,2,1,1,1
L1,L1NavViernes306,IDAL1NavViernes306_66,Armilla,,1,0,1,1
L1,L1NavViernes306,VUELTAL1NavViernes306_68,Albolote,,2,1,1,1
L1,L1NavViernes306,VUELTAL1NavViernes306_69,Albolote,,2,1,1,1
L1,L1NavViernes306,IDAL1NavViernes306_67,Armilla,,1,0,1,1
L1,L1NavViernes306,VUELTAL1NavViernes306_70,Albolote,,2,1,1,1
L1,L1NavViernes306,IDAL1NavViernes306_68,Armilla,,1,0,1,1
L1,L1NavViernes306,VUELTAL1NavViernes306_71,Albolote,,2,1,1,1
L1,L1NavViernes306,IDAL1NavViernes306_69,Armilla,,1,0,1,1
L1,L1NavViernes306,VUELTAL1NavViernes306_72,Albolote,,2,1,1,1
L1,L1NavViernes306,IDAL1NavViernes306_70,Armilla,,1,0,1,1
L1,L1NavViernes306,VUELTAL1NavViernes306_73,Albolote,,2,1,1,1
L1,L1NavViernes306,IDAL1NavViernes306_71,Armilla,,1,0,1,1
L1,L1NavViernes306,VUELTAL1NavViernes306_74,Albolote,,2,1,1,1
L1,L1NavViernes306,IDAL1NavViernes306_72,Armilla,,1,0,1,1
L1,L1NavViernes306,VUELTAL1NavViernes306_75,Albolote,,2,1,1,1
L1,L1NavViernes306,IDAL1NavViernes306_73,Armilla,,1,0,1,1
L1,L1NavViernes306,VUELTAL1NavViernes306_76,Albolote,,2,1,1,1
L1,L1NavViernes306,IDAL1NavViernes306_74,Armilla,,1,0,1,1
L1,L1NavViernes306,VUELTAL1NavViernes306_77,Albolote,,2,1,1,1
L1,L1NavViernes306,IDAL1NavViernes306_75,Armilla,,1,0,1,1
L1,L1NavViernes306,VUELTAL1NavViernes306_78,Albolote,,2,1,1,1
L1,L1NavViernes306,IDAL1NavViernes306_76,Armilla,,1,0,1,1
L1,L1NavViernes306,VUELTAL1NavViernes306_79,Albolote,,2,1,1,1
L1,L1NavViernes306,IDAL1NavViernes306_77,Armilla,,1,0,1,1
L1,L1NavViernes306,VUELTAL1NavViernes306_80,Albolote,,2,1,1,1
L1,L1NavViernes306,IDAL1NavViernes306_78,Armilla,,1,0,1,1
L1,L1NavViernes306,VUELTAL1NavViernes306_81,Albolote,,2,1,1,1
L1,L1NavViernes306,VUELTAL1NavViernes306_82,Albolote,,2,1,1,1
L1,L1NavViernes306,IDAL1NavViernes306_79,Armilla,,1,0,1,1
L1,L1NavViernes306,VUELTAL1NavViernes306_83,Albolote,,2,1,1,1
L1,L1NavViernes306,IDAL1NavViernes306_80,Armilla,,1,0,1,1
L1,L1NavViernes306,VUELTAL1NavViernes306_84,Albolote,,2,1,1,1
L1,L1NavViernes306,IDAL1NavViernes306_81,Armilla,,1,0,1,1
L1,L1NavViernes306,VUELTAL1NavViernes306_85,Albolote,,2,1,1,1
L1,L1NavViernes306,IDAL1NavViernes306_82,Armilla,,1,0,1,1
L1,L1NavViernes306,VUELTAL1NavViernes306_86,Albolote,,2,1,1,1
L1,L1NavViernes306,IDAL1NavViernes306_83,Armilla,,1,0,1,1
L1,L1NavViernes306,VUELTAL1NavViernes306_87,Albolote,,2,1,1,1
L1,L1NavViernes306,IDAL1NavViernes306_84,Armilla,,1,0,1,1
L1,L1NavViernes306,VUELTAL1NavViernes306_88,Albolote,,2,1,1,1
L1,L1NavViernes306,IDAL1NavViernes306_85,Armilla,,1,0,1,1
L1,L1NavViernes306,VUELTAL1NavViernes306_89,Albolote,,2,1,1,1
L1,L1NavViernes306,IDAL1NavViernes306_86,Armilla,,1,0,1,1
L1,L1NavViernes306,VUELTAL1NavViernes306_90,Albolote,,2,1,1,1
L1,L1NavViernes306,IDAL1NavViernes306_87,Armilla,,1,0,1,1
L1,L1NavViernes306,VUELTAL1NavViernes306_91,Albolote,,2,1,1,1
L1,L1NavViernes306,IDAL1NavViernes306_88,Armilla,,1,0,1,1
L1,L1NavViernes306,VUELTAL1NavViernes306_92,Albolote,,2,1,1,1
L1,L1NavViernes306,IDAL1NavViernes306_89,Armilla,,1,0,1,1
L1,L1NavViernes306,VUELTAL1NavViernes306_93,Albolote,,2,1,1,1
L1,L1NavViernes306,IDAL1NavViernes306_90,Armilla,,1,0,1,1
L1,L1NavViernes306,VUELTAL1NavViernes306_94,Albolote,,2,1,1,1
L1,L1NavViernes306,IDAL1NavViernes306_91,Armilla,,1,0,1,1
L1,L1NavViernes306,VUELTAL1NavViernes306_95,Albolote,,2,1,1,1
L1,L1NavViernes306,VUELTAL1NavViernes306_96,Albolote,,2,1,1,1
L1,L1NavViernes306,IDAL1NavViernes306_92,Armilla,,1,0,1,1
L1,L1NavViernes306,VUELTAL1NavViernes306_97,Albolote,,2,1,1,1
L1,L1NavViernes306,IDAL1NavViernes306_93,Armilla,,1,0,1,1
L1,L1NavViernes306,VUELTAL1NavViernes306_98,Albolote,,2,1,1,1
L1,L1NavViernes306,IDAL1NavViernes306_94,Armilla,,1,0,1,1
L1,L1NavViernes306,VUELTAL1NavViernes306_99,Albolote,,2,1,1,1
L1,L1NavViernes306,IDAL1NavViernes306_95,Armilla,,1,0,1,1
L1,L1NavViernes306,VUELTAL1NavViernes306_100,Albolote,,2,1,1,1
L1,L1NavViernes306,IDAL1NavViernes306_96,Armilla,,1,0,1,1
L1,L1NavViernes306,VUELTAL1NavViernes306_101,Albolote,,2,1,1,1
L1,L1NavViernes306,IDAL1NavViernes306_97,Armilla,,1,0,1,1
L1,L1NavViernes306,VUELTAL1NavViernes306_102,Albolote,,2,1,1,1
L1,L1NavViernes306,IDAL1NavViernes306_98,Armilla,,1,0,1,1
L1,L1NavViernes306,VUELTAL1NavViernes306_103,Albolote,,2,1,1,1
L1,L1NavViernes306,IDAL1NavViernes306_99,Armilla,,1,0,1,1
L1,L1NavViernes306,VUELTAL1NavViernes306_104,Albolote,,2,1,1,1
L1,L1NavViernes306,IDAL1NavViernes306_100,Armilla,,1,0,1,1
L1,L1NavViernes306,VUELTAL1NavViernes306_105,Albolote,,2,1,1,1
L1,L1NavViernes306,VUELTAL1NavViernes306_106,Albolote,,2,1,1,1
L1,L1NavViernes306,IDAL1NavViernes306_101,Armilla,,1,0,1,1
L1,L1NavViernes306,VUELTAL1NavViernes306_107,Albolote,,2,1,1,1
L1,L1NavViernes306,IDAL1NavViernes306_102,Armilla,,1,0,1,1
L1,L1NavViernes306,VUELTAL1NavViernes306_108,Albolote,,2,1,1,1
L1,L1NavViernes306,IDAL1NavViernes306_103,Armilla,,1,0,1,1
L1,L1NavViernes306,VUELTAL1NavViernes306_109,Albolote,,2,1,1,1
L1,L1NavViernes306,IDAL1NavViernes306_104,Armilla,,1,0,1,1
L1,L1NavViernes306,VUELTAL1NavViernes306_110,Albolote,,2,1,1,1
L1,L1NavViernes306,IDAL1NavViernes306_105,Armilla,,1,0,1,1
L1,L1NavViernes306,VUELTAL1NavViernes306_111,Albolote,,2,1,1,1
L1,L1NavViernes306,IDAL1NavViernes306_106,Armilla,,1,0,1,1
L1,L1NavViernes306,VUELTAL1NavViernes306_112,Albolote,,2,1,1,1
L1,L1NavViernes306,IDAL1NavViernes306_107,Armilla,,1,0,1,1
L1,L1NavViernes306,VUELTAL1NavViernes306_113,Albolote,,2,1,1,1
L1,L1NavViernes306,IDAL1NavViernes306_108,Armilla,,1,0,1,1
L1,L1NavViernes306,VUELTAL1NavViernes306_114,Albolote,,2,1,1,1
L1,L1NavViernes306,IDAL1NavViernes306_109,Armilla,,1,0,1,1
L1,L1NavViernes306,VUELTAL1NavViernes306_115,Albolote,,2,1,1,1
L1,L1NavViernes306,IDAL1NavViernes306_110,Armilla,,1,0,1,1
L1,L1NavViernes306,VUELTAL1NavViernes306_116,Albolote,,2,1,1,1
L1,L1NavViernes306,IDAL1NavViernes306_111,Armilla,,1,0,1,1
L1,L1NavViernes306,VUELTAL1NavViernes306_117,Albolote,,2,1,1,1
L1,L1NavViernes306,IDAL1NavViernes306_112,Armilla,,1,0,1,1
L1,L1NavViernes306,VUELTAL1NavViernes306_118,Albolote,,2,1,1,1
L1,L1NavViernes306,IDAL1NavViernes306_113,Armilla,,1,0,1,1
L1,L1NavViernes306,VUELTAL1NavViernes306_119,Albolote,,2,1,1,1
L1,L1NavViernes306,IDAL1NavViernes306_114,Armilla,,1,0,1,1
L1,L1NavViernes306,VUELTAL1NavViernes306_120,Albolote,,2,1,1,1
L1,L1NavViernes306,IDAL1NavViernes306_115,Armilla,,1,0,1,1
L1,L1NavViernes306,VUELTAL1NavViernes306_121,Albolote,,2,1,1,1
L1,L1NavViernes306,IDAL1NavViernes306_116,Armilla,,1,0,1,1
L1,L1NavViernes306,VUELTAL1NavViernes306_122,Albolote,,2,1,1,1
L1,L1NavViernes306,VUELTAL1NavViernes306_123,Albolote,,2,1,1,1
L1,L1NavViernes306,IDAL1NavViernes306_117,Armilla,,1,0,1,1
L1,L1NavViernes306,VUELTAL1NavViernes306_124,Albolote,,2,1,1,1
L1,L1NavViernes306,IDAL1NavViernes306_118,Armilla,,1,0,1,1
L1,L1NavViernes306,VUELTAL1NavViernes306_125,Albolote,,2,1,1,1
