trip_id,route_id,service_id,trip_headsign,trip_short_name,direction_id,block_id,shape_id,wheelchair_accessible
505e4674-8cfb-47bc-961f-45c02d30d83b,47191096-0a58-41fb-9ca4-3963d2c2a312,6ec81bf7-44c5-4b98-99d9-389d644b69f6_25a7beb6-8981-490d-92d6-3b45c306e81a,Casería del cerro,,1,,9b7b3a4a-edf5-4cb5-abb3-30b0fd7aae8a,
aa6c76cc-fcbd-4105-86e4-1c9b57bc7c6d,47191096-0a58-41fb-9ca4-3963d2c2a312,6ec81bf7-44c5-4b98-99d9-389d644b69f6_25a7beb6-8981-490d-92d6-3b45c306e81a,Casería del cerro,,1,,9b7b3a4a-edf5-4cb5-abb3-30b0fd7aae8a,
6386ec5e-0ac5-426d-bc6e-c03076cabaf6,47191096-0a58-41fb-9ca4-3963d2c2a312,6ec81bf7-44c5-4b98-99d9-389d644b69f6_25a7beb6-8981-490d-92d6-3b45c306e81a,Casería del cerro,,1,,9b7b3a4a-edf5-4cb5-abb3-30b0fd7aae8a,
39b344e1-d419-444f-879c-8bbaa433db26,47191096-0a58-41fb-9ca4-3963d2c2a312,6ec81bf7-44c5-4b98-99d9-389d644b69f6_25a7beb6-8981-490d-92d6-3b45c306e81a,Casería del cerro,,1,,9b7b3a4a-edf5-4cb5-abb3-30b0fd7aae8a,
f19332fa-180f-431d-be49-768b4de0d49a,47191096-0a58-41fb-9ca4-3963d2c2a312,6ec81bf7-44c5-4b98-99d9-389d644b69f6_25a7beb6-8981-490d-92d6-3b45c306e81a,Casería del cerro,,1,,9b7b3a4a-edf5-4cb5-abb3-30b0fd7aae8a,
f313e60a-5633-4c3a-b21f-c21d02968d88,47191096-0a58-41fb-9ca4-3963d2c2a312,6ec81bf7-44c5-4b98-99d9-389d644b69f6_25a7beb6-8981-490d-92d6-3b45c306e81a,Casería del cerro,,1,,9b7b3a4a-edf5-4cb5-abb3-30b0fd7aae8a,
f1d40fa9-12c4-4524-b1f2-c798ad84b7ae,47191096-0a58-41fb-9ca4-3963d2c2a312,6ec81bf7-44c5-4b98-99d9-389d644b69f6_25a7beb6-8981-490d-92d6-3b45c306e81a,Casería del cerro,,1,,9b7b3a4a-edf5-4cb5-abb3-30b0fd7aae8a,
1cee40e5-2865-4e83-bb7b-53d57639906e,47191096-0a58-41fb-9ca4-3963d2c2a312,6ec81bf7-44c5-4b98-99d9-389d644b69f6_25a7beb6-8981-490d-92d6-3b45c306e81a,Casería del cerro,,1,,9b7b3a4a-edf5-4cb5-abb3-30b0fd7aae8a,
1252ba3e-bbf5-462b-9898-8e7017fc20f2,47191096-0a58-41fb-9ca4-3963d2c2a312,6ec81bf7-44c5-4b98-99d9-389d644b69f6_25a7beb6-8981-490d-92d6-3b45c306e81a,Casería del cerro,,1,,9b7b3a4a-edf5-4cb5-abb3-30b0fd7aae8a,
f5743431-95f0-4549-a2a4-77d31c5194a5,47191096-0a58-41fb-9ca4-3963d2c2a312,6ec81bf7-44c5-4b98-99d9-389d644b69f6_25a7beb6-8981-490d-92d6-3b45c306e81a,Casería del cerro,,1,,9b7b3a4a-edf5-4cb5-abb3-30b0fd7aae8a,
